"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C102877",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Tanibirumab","Tanibirumab","Tanibirumab","A fully human monoclonal antibody targeting the vascular endothelial growth factor receptor 2 (VEGFR2), with potential antiangiogenic activity. Upon administration, tanibirumab specifically binds to VEGFR2, thereby preventing the binding of its ligand VEGF. This may result in the inhibition of tumor angiogenesis and a decrease in tumor nutrient supply. VEGFR2 is a pro-angiogenic growth factor receptor tyrosine kinase expressed by endothelial cells, while VEGF is overexpressed in many tumors and is correlated to tumor progression.",
"C102881",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Thioureidobutyronitrile","Thioureidobutyronitrile","Thioureidobutyronitrile","A water-soluble, small molecule and activator of the tumor suppressor protein p53, with potential antineoplastic activity. Upon intravenous administration, thioureidobutyronitrile activates p53 which in turn induces the expressions of p21 and PUMA (p53 up-regulated modulator of apoptosis), thereby inhibiting cancer cell growth and causing tumor cell apoptosis. Thioureidobutyronitrile may be effective in drug-resistant cancers with mutated p53. p53 tumor suppressor, a transcription factor regulating the expression of many stress response genes and mediating various anti-proliferative processes, is often mutated in cancer cells.",
"C102910",-1,0,0,0,0,,2/15/2019 0:00:00,0,0,"Other","RP1","RP1","STK19 wt Allele","Human STK19 wild-type allele is located in the vicinity of 6p21.33 and is approximately 10 kb in length. This allele, which encodes serine/threonine-protein kinase 19 protein, is involved in phosphorylation of serine/threonine residues.",
"C102978",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Apoptotic Autologous Tumor Cells-pulsed Alpha-type-1 Polarized Dendritic Cells","Apoptotic Autologous Tumor Cells-pulsed Alpha-type-1 Polarized Dendritic Cells","Apoptotic Autologous Tumor Cells-pulsed Alpha-type-1 Polarized Dendritic Cells","A cell based cancer vaccine composed of mature polarized dendritic cells (DCs) and pulsed with apoptotic autologous tumor cells that has potential immunostimulating and antineoplatic activities. Dendritic cells (DCs) were treated with interleukin-1beta, tumor necrosis factor alpha, interferon-alpha (IFN-a), IFN-gamma and polyinosinic:polycytidylic acid (p-I:C) to produce mature alpha type-1 polarized DCs (alphaDC1) that are capable of producing high levels of interleukin-12p70 (IL-12p70). The alphaDC1 are subsequently pulsed with apoptotic autologous tumor cells. Upon administration, these DCs are able to induce a potent cytotoxic T lymphocyte (CTL) response against tumor associated antigens (TAAs), resulting in tumor cell lysis and inhibition of tumor cell growth. Apoptotic tumor cells contain an array of TAAs.","Antagonist"
"C102981",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,"Other","Iodine I 131 Rituximab","Iodine I 131 Rituximab","Iodine I 131 Rituximab","A radioimmunoconjugate comprised of rituximab, a recombinant chimeric monoclonal antibody directed against the CD20 antigen, and labeled with iodine I 131 with potential antineoplastic activity. The antibody moiety of iodine I 131 rituximab binds to the CD20 antigen thereby delivering cytotoxic iodine I 131 specifically to cancer cells expressing CD20. The CD20 antigen, a hydrophobic transmembrane protein, is expressed on normal pre-B and mature B lymphocytes.",
"C103147",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Targeted Therapy","Venetoclax","Venetoclax","Venetoclax","An orally bioavailable, selective small molecule inhibitor of the anti-apoptotic protein Bcl-2, with potential antineoplastic activity. Venetoclax mimics BH3-only proteins, the native ligands of Bcl-2 and apoptosis activators, by binding to the hydrophobi",
"C103192",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Plasmacytoid Dendritic Cell Vaccine","Plasmacytoid Dendritic Cell Vaccine","Plasmacytoid Dendritic Cell Vaccine","A whole cell vaccine derived from a distinct subset of dendritic cells (DCs) with a plasma cell-like morphology that exhibits immunomodulating activity. Plasmacytoid dendritic cells (pDCs) express a characteristic set of surface markers, such as CD123 (interleukin-3 receptor alpha chain), BDCA-2 (blood dendritic cell antigen 2; CD303) and BDCA-4 (CD304), as well as intracellular toll-like receptors 7 and 9. Upon stimulation, the activated pDCs produce substantial amounts of interferon (IFN) alpha, and to a lesser degree IFN-beta, as well as other cytokines and chemokines, such as tumor necrosis factor alpha and interleukins 1, 6 and 8. In addition, these pDCs, directly or indirectly stimulate T-cells, B-cells and natural killer cells. This may potentially lead to increased immunity against tumor cells.","Agonist/Immunostimulator"
"C103194",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Immunomodulatory Immunotherapy","Durvalumab","Durvalumab","Durvalumab","A monoclonal antibody directed against B7H1 (B7 homolog 1; programmed cell death ligand 1) with potential immunostimulating activity. Upon intravenous administration, durvalumab binds to the cell surface antigen B7H1, thereby blocking B7H1 signaling. This may activate the immune system to exert a cytotoxic T-lymphocyte (CTL) response against B7H1-expressing tumor cells. B7H1, a member of the B7 protein superfamily and a negative regulator of cytokine synthesis, is overexpressed on certain tumor cell types.","Antagonist"
"C103230",-1,0,0,0,-1,"Existing unreviewed code",,-1,0,"Other","Phellodendron amurense Bark Extract","Phellodendron amurense Bark Extract","Phellodendron amurense Bark Extract","A proprietary formulation consisting of a Phellodendron amurense (Amur cork tree) bark extract, often used in traditional Chinese medicine, with anti-inflammatory, anti-oxidant and potential chemopreventive and antineoplastic activities. Phellodendron amurense bark extract contains certain isoquinoline alkaloids, flavone glycosides and phenolic compounds. Upon administration of Phellodendron amurense bark extract, the various phytochemicals in this formulation modulate multiple signal transduction pathways. This agent appears to block the activation of the transcription factor cAMP response binding protein (CREB) and inhibits Akt signaling, thereby inhibiting tumor cell growth and inducing apoptosis in Akt- and CREB-overexpressing cancer cells. In addition, this agent inhibits cyclooxygenase type 2 (COX-2), nuclear factor kappa b (NF-kB) and tumor necrosis factor alpha (TNF-a)-mediated signaling; COX-2, NF-kB and TNF-a are upregulated in certain types of cancer and during inflammation.",
"C103273",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Targeted Therapy","Erdafitinib","Erdafitinib","Erdafitinib","An orally bioavailable, pan fibroblast growth factor receptor (FGFR) inhibitor with potential antineoplastic activity. Upon oral administration, erdafitinib binds to and inhibits FGFR, which may result in the inhibition of FGFR-related signal transduction","Antagonist"
"C103274",-1,0,-1,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Brontictuzumab","Brontictuzumab","Brontictuzumab","A humanized monoclonal antibody directed against the Notch-1 receptor with potential antineoplastic activity. Upon administration, brontictuzumab binds to Notch-1 on the cell surface, thereby inhibiting Notch-mediated signaling and tumor cell proliferation. Notch 1, a type 1 transmembrane protein belonging to the Notch family, functions as a receptor for membrane bound ligands and has various roles during development; dysregulated Notch signaling is associated with increased cell growth and chemoresistance in cancers.",
"C103277",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Acalisib","Acalisib","Acalisib","An inhibitor of the beta and delta isoforms of the 110 kDa catalytic subunit of class IA phosphoinositide-3 kinases (PI3K) with potential immunomodulating and antineoplastic activities. Acalisib inhibits the activity of PI3K, thereby preventing the production of the second messenger phosphatidylinositol-3,4,5-trisphosphate (PIP3), which decreases tumor cell proliferation and induces cell death. PI3K-mediated signaling is often dysregulated in cancer cells; the targeted inhibition of PI3K is designed to preserve PI3K signaling in normal, non-neoplastic cells.",
"C103820",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Other","Lirilumab","Lirilumab","Lirilumab","A fully human monoclonal antibody against killer-cell immunoglobulin-like receptors (KIR), with potential antineoplastic activity. Upon administration, lirilumab binds to KIR, thereby preventing the binding of KIR ligands to KIR on natural killer (NK) cel",
"C103823",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Other","PVX-410","PVX-410","XBP1-US/XBP1-SP/CD138/CS1 Multipeptide Vaccine PVX-410","A cancer vaccine containing immunogenic, HLA-A2-specific epitopes derived from X-box-binding protein 1-unspliced (XBP1-US), XBP1-spliced (SP), syndecan-1 (CD138), and CS1 (CD2 subset 1, CRACC, SLAMF7, CD319) with potential immunomodulating and antineoplastic activities. Upon subcutaneous administration, XBP1-US/XBP1-SP/CD138/CS1 multipeptide vaccine PVX-410 may stimulate the immune system to induce a cytotoxic T-lymphocyte response against the four myeloma-specific antigens.  The tumor associated antigens (TAAs) XBP1-US, XBP1-SP, CD138 and CS1, are overexpressed on the surface of multiple myeloma (MM) cells.","Antagonist"
"C103826",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Taladegib","Taladegib","Taladegib","An orally bioavailable small molecule antagonist of the Hedgehog (Hh)-ligand cell surface receptor smoothened (Smo) with potential antineoplastic activity. Taladegib inhibits signaling that is mediated by the Hh pathway protein Smo, which may result in a suppression of the Hh signaling pathway and may lead to the inhibition of the proliferation of tumor cells in which this pathway is abnormally activated. The Hh signaling pathway plays an important role in cellular growth, differentiation and repair; constitutive activation of this pathway is associated with uncontrolled cellular proliferation and has been observed in a variety of cancers.",
"C103827",-1,0,0,0,-1,"Definition | FirstSynonym | FirstSynonym changed | Definition changed | New Synonyms found | New synonym Pasotuxizumab, PASOTUXIZUMAB has higher priority than current preferred synonym | New synonym AMG-212 has equal priority to current preferred synonym",11/9/2018 0:00:00,-1,-1,"Other","MT112","MT112","Pasotuxizumab","A recombinant T-cell engaging bispecific monoclonal antibody (BiTE) directed against human prostate specific membrane antigen (PSMA) and the CD3 epsilon subunit of the T cell receptor complex, with potential immunostimulating and antineoplastic activities.  Pasotuxizumab possesses two antigen-recognition sites, one for PSMA, and one for the CD3 complex, a group of T cell surface glycoproteins that complex with the T cell receptor (TCR). This bispecific monoclonal antibody brings PSMA-expressing tumor cells and cytotoxic T lymphocytes (CTLs) together, which may result in the CTL-mediated cell death of PSMA-expressing cells. PSMA, a tumor associated antigen, is overexpressed on the surface of metastatic and hormone-refractory prostate cancer cells.",
"C103857",-1,0,0,0,0,,11/9/2018 0:00:00,-1,-1,"Other","PAT-SM6","PAT-SM6","Anti-GRP78 Monoclonal Antibody PAT-SM6","A IgM monoclonal antibody (MoAb) against 78-kDa glucose-regulated protein (GRP78; also called BiP or HSPA5), with potential proapoptotic and antineoplastic activities. Upon intravenous administration of the anti-GRP78 monoclonal antibody PAT-SM6, the MoAb strongly binds to GRP78, thereby preventing the activation of multiple GRP78-mediated pathways and blocking the GRP78-induced suppression of apoptotic pathways. This eventually leads to the induction of tumor cell apoptosis and a reduction in tumor cell proliferation. GRP78, the endoplasmic reticulum (ER) chaperone and unfolded protein response (UPR) regulator, is overexpressed on the surface of a variety of cancer cell types; its expression is associated with increased tumor cell survival and proliferation, as well as angiogenesis and resistance to chemotherapy.","Antagonist"
"C103859",-1,0,-1,0,0,,2/8/2019 0:00:00,0,0,"Targeted Therapy","Vofatamab","Vofatamab","Vofatamab","A human monoclonal antibody directed against the human epidermal growth factor receptor ErbB3 (Her3) with potential antineoplastic activity. Vofatamab binds to ErbB3 and prevents neuregulin 1 ligand binding to ErbB3, which may result in an inhibition of ErbB3-dependent phosphatidylinositol-3 kinase (PI3K)/Akt signaling. This eventually leads to the inhibition of cellular proliferation and differentiation. ErbB3, a member of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases, is frequently overexpressed in a variety of solid tumors and its overexpression generally correlates with poor prognosis and tumor resistance.",
"C103861",-1,0,-1,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","BAY1082439","BAY1082439","PI3K Alpha/Beta Inhibitor BAY1082439","An orally bioavailable inhibitor of the class I phosphoinositide 3-kinase (PI3K) alpha and beta isoforms with potential antineoplastic activity. PI3K alpha/beta inhibitor BAY1082439 selectively inhibits both PI3K alpha, including mutated forms of PIK3CA, and PI3K beta in the PI3K/Akt/mTOR pathway, which may result in tumor cell apoptosis and growth inhibition in PI3K-expressing and/or PTEN-driven tumor cells. By specifically targeting class I PI3K alpha and beta, this agent may be more efficacious and less toxic than pan PI3K inhibitors. Dysregulation of the PI3K/Akt/mTOR pathway is frequently found in solid tumors and results in increased tumor cell growth, survival, and resistance to chemotherapy and radiotherapy. PIK3CA, one of the most highly mutated oncogenes, encodes the p110-alpha catalytic subunit of the class I PI3K. PTEN, a tumor suppressor protein and negative regulator of PI3K activity, is often mutated in a variety of cancer cells.",
